-1.366900e-02 -3.569000e-02 3.331000e-03 -6.159100e-02 -5.000500e-02 3.740000e-02 -2.263900e-02 -1.829800e-02
-6.361500e-02 -6.484500e-02 5.961400e-02 -4.417500e-02 2.683200e-02 -5.959300e-02 -8.169000e-03 4.368600e-02
4.631300e-02 -1.241200e-02 -9.663000e-03 -1.835000e-02 -1.800400e-02 4.874000e-03 2.744400e-02 3.694100e-02
-5.588300e-02 1.082900e-02 5.744400e-02 9.524000e-03 1.744900e-02 -3.777000e-03 3.433300e-02 -5.570000e-04
-3.572000e-03 5.630500e-02 1.985000e-03 2.453800e-02 3.735800e-02 -4.029200e-02 -5.352700e-02 6.125500e-02
8.162000e-03 -5.630400e-02 -6.180400e-02 -2.075000e-03 4.627400e-02 -1.894900e-02 5.585900e-02 -5.338900e-02
1.442400e-02 -1.998100e-02 1.569400e-02 5.506600e-02 6.116000e-03 2.101900e-02 3.277200e-02 3.835700e-02
5.604100e-02 2.642000e-03 -5.464500e-02 -1.611500e-02 -4.987500e-02 4.217700e-02 1.425200e-02 1.542200e-02
6.676000e-03 -6.158000e-02 3.495100e-02 1.103500e-02 -4.272300e-02 2.403700e-02 3.497900e-02 1.297100e-02
-2.208500e-02 2.017000e-03 -5.048600e-02 -1.711500e-02 -1.121000e-03 1.565000e-03 -3.124000e-03 3.156600e-02
1.104000e-02 -1.212000e-02 -3.085700e-02 1.154400e-02 2.592000e-02 6.126400e-02 3.899200e-02 -2.575000e-03
-5.226800e-02 -4.363200e-02 2.400400e-02 1.852100e-02 3.220100e-02 -2.377200e-02 -4.346300e-02 5.201200e-02
-6.158300e-02 -5.508500e-02 6.751000e-03 -4.535000e-02 -3.300400e-02 -2.126000e-02 -3.816900e-02 -5.858300e-02
4.145900e-02 2.023000e-03 2.320500e-02 -4.527400e-02 -1.893300e-02 -9.749000e-03 2.117800e-02 -4.102000e-02
-2.932400e-02 -4.337500e-02 6.285500e-02 -5.172700e-02 3.183500e-02 2.294500e-02 -3.138800e-02 -2.079600e-02
-5.905600e-02 -4.170300e-02 4.524100e-02 -5.198200e-02 1.400200e-02 6.066400e-02 3.366900e-02 -5.738300e-02
-1.027700e-02 1.510700e-02 1.582200e-02 -1.639000e-03 -1.880600e-02 -2.548000e-03 4.346300e-02 -1.583800e-02
-8.433000e-03 -1.882000e-02 1.407400e-02 3.834800e-02 -6.137400e-02 -4.060800e-02 3.761600e-02 3.172300e-02
