-1.561300e-02 -4.119700e-02 5.100000e-03 -6.386700e-02 -5.316900e-02 3.977600e-02 -2.064700e-02 -1.786700e-02
-6.391000e-02 -6.267400e-02 5.995800e-02 -4.387500e-02 2.690200e-02 -6.020100e-02 -9.431000e-03 4.368400e-02
4.458100e-02 -1.540100e-02 -8.386000e-03 -2.067500e-02 -1.965600e-02 7.061000e-03 2.906400e-02 3.568000e-02
-5.890200e-02 7.862000e-03 5.975900e-02 8.690000e-03 1.675500e-02 -3.866000e-03 3.534300e-02 -5.430000e-04
-3.624000e-03 5.611900e-02 2.436000e-03 2.501900e-02 3.755000e-02 -4.031200e-02 -5.394800e-02 6.219600e-02
8.054000e-03 -5.659100e-02 -6.181800e-02 -2.133000e-03 4.589300e-02 -1.843300e-02 5.541000e-02 -5.425700e-02
1.456500e-02 -1.924600e-02 1.553600e-02 5.590200e-02 6.165000e-03 2.127500e-02 3.206800e-02 3.913700e-02
5.287700e-02 -2.608000e-03 -5.073600e-02 -1.855200e-02 -5.253900e-02 4.465200e-02 1.756000e-02 1.529200e-02
5.725000e-03 -6.026800e-02 3.572500e-02 1.166500e-02 -4.229400e-02 2.275100e-02 3.375700e-02 1.258500e-02
-2.092400e-02 5.409000e-03 -5.085700e-02 -1.574700e-02 8.190000e-04 1.267000e-03 -6.417000e-03 2.993200e-02
8.114000e-03 -1.311000e-02 -2.805900e-02 1.114600e-02 2.501400e-02 6.101600e-02 3.858600e-02 -1.533000e-03
-5.362200e-02 -4.392300e-02 2.534200e-02 1.875600e-02 3.150100e-02 -2.414300e-02 -4.364600e-02 5.309500e-02
-6.442700e-02 -5.676900e-02 9.139000e-03 -4.571000e-02 -3.405800e-02 -2.158300e-02 -3.749600e-02 -5.768900e-02
4.059100e-02 1.517000e-03 2.452300e-02 -4.621300e-02 -2.022800e-02 -8.861000e-03 2.183900e-02 -4.115300e-02
-2.911600e-02 -4.189500e-02 6.223600e-02 -5.147700e-02 3.122400e-02 2.283400e-02 -3.240300e-02 -2.189900e-02
-5.978100e-02 -4.159200e-02 4.660900e-02 -5.177200e-02 1.315800e-02 6.139400e-02 3.400600e-02 -5.723600e-02
-1.325500e-02 1.444900e-02 1.990900e-02 -2.215000e-03 -1.923200e-02 -1.958000e-03 4.376600e-02 -1.490700e-02
-1.126500e-02 -2.264200e-02 1.683600e-02 3.689600e-02 -6.260900e-02 -3.934400e-02 3.893300e-02 3.283000e-02
