-1.433440e-01 -7.468660e-01 1.391180e-01 -6.394100e-01 -2.252760e-01 3.530650e-01 4.261650e-01 -2.299520e-01
-2.290080e-01 -7.653420e-01 2.908710e-01 -5.718200e-01 -1.961860e-01 2.545840e-01 5.656200e-01 -5.876400e-02
-4.727000e-02 -7.379220e-01 1.072250e-01 -6.256390e-01 -2.151420e-01 3.217200e-01 4.464620e-01 -2.552920e-01
-2.587670e-01 -7.172550e-01 2.852860e-01 -5.324400e-01 -1.783430e-01 3.123770e-01 5.659970e-01 -1.313600e-01
-1.937340e-01 -7.450600e-01 2.210340e-01 -5.977970e-01 -1.794420e-01 3.284080e-01 5.206110e-01 -1.215200e-01
-1.104010e-01 -7.637480e-01 5.070500e-02 -5.895740e-01 -1.263620e-01 2.883720e-01 4.699870e-01 -3.108420e-01
-1.373630e-01 -7.209640e-01 2.287070e-01 -4.816880e-01 -2.282450e-01 3.683670e-01 6.225700e-01 -9.063200e-02
-8.414000e-02 -7.410620e-01 8.430100e-02 -6.164850e-01 -2.266370e-01 3.840470e-01 4.826380e-01 -2.072790e-01
-6.728500e-02 -7.536250e-01 1.284530e-01 -5.873420e-01 -2.242500e-01 3.269660e-01 4.075720e-01 -3.121900e-01
-1.642990e-01 -7.037610e-01 1.548210e-01 -5.715440e-01 -2.256650e-01 3.222620e-01 5.352250e-01 -1.454690e-01
-1.133540e-01 -7.444180e-01 1.165170e-01 -5.780070e-01 -1.848920e-01 4.186200e-01 5.452050e-01 -2.209280e-01
-1.909180e-01 -7.811900e-01 1.465810e-01 -5.786220e-01 -1.428580e-01 3.000730e-01 3.969680e-01 -2.073960e-01
-1.472160e-01 -7.654670e-01 8.911800e-02 -6.647550e-01 -1.998900e-01 2.781700e-01 3.214210e-01 -3.881580e-01
-7.015800e-02 -7.192740e-01 1.419680e-01 -6.512450e-01 -2.124220e-01 2.909980e-01 4.405880e-01 -3.254340e-01
-1.568900e-01 -7.281670e-01 2.625960e-01 -5.739160e-01 -2.029000e-01 3.624220e-01 5.307730e-01 -1.765690e-01
-1.352860e-01 -7.048530e-01 1.534590e-01 -5.905140e-01 -1.850810e-01 3.556480e-01 4.631740e-01 -2.928610e-01
-1.588240e-01 -6.719370e-01 2.341490e-01 -5.371340e-01 -2.482530e-01 3.076430e-01 5.750970e-01 -1.766670e-01
-1.664280e-01 -7.043800e-01 2.829300e-01 -4.540680e-01 -3.278290e-01 3.278530e-01 6.911250e-01 -2.759100e-02
