-2.833300e-02 -1.390394e+00 -9.068700e-02 -2.434210e-01
4.300200e-02 -1.504559e+00 -1.015990e-01 -1.103680e-01
-7.645000e-03 -1.351879e+00 -3.556500e-02 -1.817800e-01
-1.889800e-02 -1.503399e+00 -5.643200e-02 -2.304000e-03
4.890100e-02 -1.540779e+00 -1.233350e-01 -3.173300e-02
-1.936740e-01 -1.260592e+00 -6.030900e-02 -1.886190e-01
-8.225400e-02 -1.451740e+00 -5.598000e-03 1.140800e-02
5.453000e-03 -1.513538e+00 -1.368840e-01 -1.812980e-01
-1.020885e+00 -6.006900e-01 6.184180e-01 -4.893160e-01
-1.014184e+00 -6.466050e-01 3.831190e-01 -5.726330e-01
-9.075790e-01 -6.931630e-01 4.150560e-01 -4.723040e-01
-9.868570e-01 -6.501490e-01 5.098760e-01 -4.129100e-01
-1.092454e+00 -5.356720e-01 5.248780e-01 -6.173070e-01
-9.313450e-01 -6.676640e-01 5.789370e-01 -6.052070e-01
-7.784650e-01 -6.953890e-01 4.749870e-01 -4.925430e-01
-9.727000e-01 -6.242030e-01 5.268320e-01 -5.595820e-01
-1.004757e+00 -6.074060e-01 5.472220e-01 -5.194970e-01
-7.486540e-01 -7.925710e-01 3.825720e-01 -3.441520e-01
